Name,Price,Cuisine Category,City,Region,Cuisine Types,Rating Types,Rating
New Pushpak Misthan Bhandar,400,Mithai,Agra,Rakabganj,Sweet Shop,Average,3.4
Shanti Sweets,600,Mithai,Agra,Kamla Nagar,Sweet Shop,Average,3.2
Gup-Shup Food Point,200,"Fast Food,Chinese",Agra,Shahganj,Quick Bites,Average,3.1
Delicious Food Plaza,200,"Fast Food,Bakery",Agra,Shahganj,Confectionery,Average,3.1
Agarwal Food Corner,400,North Eastern,Agra,Tajganj,Quick Bites,Average,3.2
Qaisar Bagh Restaurant,800,"North Indian,Mughlai,Chinese,Continental",Agra,Tajganj,Casual Dining,Average,2.8
Kulfi Heeralal -Tundla Wale,100,Desserts,Agra,Kamla Nagar,Dessert Parlor,Good,3.6
Same Place Food Court & Hukka Corner,750,"North Indian,Chinese,South Indian",Agra,Dayal Bagh,Casual Dining,Average,3.3
Kashish Restaurant,750,"North Indian,Mughlai",Agra,Tajganj,Quick Bites,Average,3.3
Agra Mutton Chicken House,650,North Indian,Agra,Civil Lines,Casual Dining,Average,2.6
Tiwari Bombay Style Bhel and Panipuri,100,Street Food,Agra,Agra Cantt,Quick Bites,Average,3.4
King of Spice,700,"North Indian,Chinese",Agra,Tajganj,Casual Dining,Average,2.8
Chatori Gali,300,"Chinese,North Indian,South Indian",Agra,Kamla Nagar,Quick Bites,Average,2.7
Shree Ganesh Chowemin and Fast Food,200,Fast Food,Agra,Sikandra,Quick Bites,Average,3.0
Thali Master,400,North Indian,Agra,Agra Cantt,Quick Bites,Average,2.9
Sikander Restaurant,300,North Indian,Agra,Sikandra,Quick Bites,Average,3.2
Jalsa Restaurant,400,"North Indian,Italian",Agra,Sikandra,Casual Dining,Good,3.5
Kohinoor Bar & Restaurant,800,"North Indian,Continental,Chinese",Agra,Civil Lines,Casual Dining,Average,2.9
Deep Corner,300,Bakery,Agra,Shahganj,Bakery,Average,3.3
Baskin Robin,500,"Desserts,Ice Cream",Agra,Civil Lines,Quick Bites,Good,3.5
Good Friend Cafe,400,Fast Food,Agra,Tajganj,Quick Bites,Average,2.9
Taj Juice And Ice- Cream Parlour,200,"Juices,Ice Cream",Agra,Shahganj,Beverage Shop,Average,3.1
Spice Darbar Family Restaurant,500,"North Indian,Chinese,Fast Food",Agra,Tajganj,Quick Bites,Average,3.3
Thikana,800,"Cafe,Italian,Mexican,Continental,North Indian",Agra,Kuberpur,Casual Dining,Average,3.0
Ravi Dosa Corner,150,South Indian,Agra,Arjun Nagar,Quick Bites,Average,3.3
Shri Krishna Vaishno Bhojanalaya,350,North Indian,Agra,Civil Lines,Casual Dining,Average,3.4
The Zest Restaurant,500,North Indian,Agra,Tajganj,Casual Dining,Good,3.5
Kela Devi Patties,250,"Fast Food,Desserts",Agra,Kamla Nagar,Quick Bites,Average,3.2
Zero Degree - Pio,150,"Beverages,Desserts",Agra,Tajganj,Beverage Shop,Good,3.5
Mama's Egg Corner,200,Lebanese,Agra,Agra Cantt,Quick Bites,Average,3.1
Teekha Meetha Cafe,200,Fast Food,Agra,Sikandra,Quick Bites,Average,3.4
B.G foods,300,"Rolls,Sandwich,Burger,Pizza,Bakery",Agra,Mantola,Quick Bites,Average,3.2
Shanti Food Court,400,"North Indian,South Indian,Continental,Fast Food",Agra,Sikandra,Quick Bites,Average,2.8
Shri Giriraj Bhojanalaya,400,"North Indian,Fast Food",Agra,Tajganj,Bhojanalya,Average,3.2
Sagar Chowmein,100,Chinese,Agra,Kamla Nagar,Others,Average,3.3
Kadeer Restaurant,200,Biryani,Agra,Sikandra,Quick Bites,Average,3.4
Jain Confectionery,200,"Cafe,Fast Food",Agra,Sikandra,Quick Bites,Average,3.4
Shanti Sweets,400,Mithai,Agra,Sikandra,Sweet Shop,Average,3.0
Agarwal Dairy And Sweet,200,Mithai,Agra,Shahganj,Sweet Shop,Good,3.5
Shree Chhappan Bhog,200,"Mithai,Fast Food",Agra,Civil Lines,Sweet Shop,Good,3.5
Punjabi Grill,500,"North Indian,Fast Food",Agra,Sikandra,Kiosk,Average,3.4
Tiwari Bombay Food Court,100,Street Food,Agra,Sikandra,Quick Bites,Average,3.2
Brother Fast Food Corner,200,Fast Food,Agra,Sikandra,Quick Bites,Average,3.4
Chef On Call,300,Fast Food,Agra,Tajganj,Quick Bites,Average,3.0
Avalon Taj,450,"North Indian,Chinese",Agra,Agra Cantt,Casual Dining,Average,2.9
Darbar,600,"North Indian,Chinese",Agra,Tajganj,Casual Dining,Average,3.2
Apollo Restaurant,300,"North Indian,South Indian,Chinese",Agra,Tajganj,Casual Dining,Average,2.7
Agra Food Court,200,North Indian,Agra,Arjun Nagar,Quick Bites,Average,2.8
Bambino cafe,250,"North Indian,Beverages,Italian",Agra,Tajganj,Quick Bites,Average,2.8
Brijwasi Petha,200,Mithai,Agra,Rakabganj,Sweet Shop,Good,3.5
Fireside,300,"North Indian,Chinese,Italian",Agra,Agra Cantt,Quick Bites,Average,3.3
Gazal Bar,1000,North Indian,Agra,Shahganj,Bar,Average,3.2
Banarsi Pan,500,"Paan,Desserts",Agra,Civil Lines,Paan Shop,Good,3.5
Roots Cafe,200,"North Indian,Fast Food",Agra,Khandari,Others,Average,3.0
Sethi Ji Hotel,250,North Indian,Agra,Agra Cantt,Dhaba,Average,2.8
Chilly Chatkara,850,"North Indian,Chinese,Continental",Agra,Tajganj,Casual Dining,Average,3.3
Brij Bakers,150,"Bakery,Desserts",Agra,Kamla Nagar,Bakery,Average,2.9
Pehalwan Biryani Food Truck,350,Biryani,Agra,Tajganj,Food Truck,Average,3.3
Masala Indian Fast Food,200,"North Indian,Fast Food",Agra,Civil Lines,Quick Bites,Average,3.4
Moti Palace Restaurant and Bar,1000,"North Indian,Chinese",Agra,Rakabganj,Casual Dining,Average,3.0
Hunger Grill,700,"North Indian,Chinese,Fast Food",Agra,Sikandra,Casual Dining,Average,3.4
FCB Fast Food Corner,300,Fast Food,Agra,Kamla Nagar,Quick Bites,Average,3.2
Shri Bikaner Sweets,200,"Fast Food,Mithai",Agra,Khandari,Quick Bites,Average,3.2
Punjabi Chula,250,North Indian,Agra,Kamla Nagar,Quick Bites,Average,3.4
Dana Pani restaurant,350,"North Indian,Fast Food",Agra,Kamla Nagar,Quick Bites,Average,3.0
Apna Dhabha,150,North Indian,Agra,Sikandra,Dhaba,Average,2.9
Shri Mohan Hotel,200,"North Indian,Indian,Desserts",Agra,Rakabganj,Quick Bites,Average,3.4
Kela Ji Bhel Puri And Shev Puri Corner,150,Fast Food,Agra,Agra Cantt,Quick Bites,Average,3.4
Relish Restaurant,1000,"Chinese,Continental,North Indian",Agra,Tajganj,Casual Dining,Average,3.1
Mast Banarsi Paan,60,Paan,Agra,Kamla Nagar,Paan Shop,Good,3.5
Garam masala,400,North Indian,Agra,Dayal Bagh,Quick Bites,Average,3.4
Maa Vaishno Dhaba,150,North Indian,Agra,Tajganj,Dhaba,Average,3.4
Nawabi Non Veg,200,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
Om Sai Ram Bhojhnalaya,250,North Indian,Agra,Sikandra,Bhojanalya,Average,3.3
Dosa Hub,350,South Indian,Agra,Lohamandi,Quick Bites,Average,3.4
Pandit Ji Dhaba,150,North Indian,Agra,Sikandra,Quick Bites,Average,3.4
Ghar Ki Rasoi,200,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
Dauji Chaat Bhandar,150,Street Food,Agra,Sikandra,Quick Bites,Average,3.2
The Signature,400,North Indian,Agra,Tajganj,Casual Dining,Good,3.5
Pizza Hub,400,"Pizza,Fast Food",Agra,Shahganj,Quick Bites,Average,3.4
Milan Restaurant,700,"North Indian,Finger Food",Agra,Sikandra,Casual Dining,Average,3.0
Punjabi Food Corner,200,"Fast Food,North Indian",Agra,Kamla Nagar,Quick Bites,Average,3.4
Jhalak Restaurant,500,"Mughlai,Indian",Agra,Civil Lines,Casual Dining,Good,3.5
Fresh Snacks Cafe,100,Street Food,Agra,Agra Cantt,Quick Bites,Average,3.4
Elleven To 11,300,"North Indian,Chinese",Agra,Kamla Nagar,Quick Bites,Average,3.2
Ratan Pizza,500,"Pizza,Fast Food,Bakery",Agra,Civil Lines,Quick Bites,Good,3.8
Captain's Cafe,500,"Cafe,North Indian,Mughlai,Italian,Chinese",Agra,Sikandra,Cafe,Very Good,4.0
Chokho Jeeman Marwari Jain Bhojanalya,400,Rajasthani,Agra,Civil Lines,Casual Dining,Very Good,4.2
Shri Tirupati No.1 Family Restaurant,300,"North Indian,Fast Food",Agra,Sikandra,Quick Bites,Good,3.8
Chaat Chowpaati,150,Street Food,Agra,Kamla Nagar,Quick Bites,Good,3.8
Sattolala Food Court,200,"North Indian,Desserts",Agra,Shahganj,Quick Bites,Good,3.5
Q'sinn,1000,North Indian,Agra,Civil Lines,Casual Dining,Very Good,4.1
Chimmanlal Puri Wale,150,"North Indian,Street Food,Mithai",Agra,Mantola,Quick Bites,Very Good,4.0
Sizzling Salt,800,North Indian,Agra,Khandari,Casual Dining,Very Good,4.1
Chainess,200,"Tea,Fast Food",Agra,Civil Lines,Quick Bites,Very Good,4.2
The Big Bun,250,"Burger,Sandwich,Fast Food,Pizza,Rolls,Bakery",Agra,Civil Lines,Quick Bites,Very Good,4.4
Family Zaika Restro & Lounge,800,"North Indian,South Indian,Chinese",Agra,Kamla Nagar,Casual Dining,Good,3.7
Sheroes Hangout,200,"Cafe,North Indian,Chinese",Agra,Tajganj,Cafe,Excellent,4.9
The Grand Gopika Thaal By GMB,800,"North Indian,Rajasthani,Gujarati",Agra,Tajganj,Casual Dining,Very Good,4.2
New Moon Light Restaurant,350,North Indian,Agra,Civil Lines,Dhaba,Good,3.7
Gulab Snacks Parlour,200,Fast Food,Agra,Khandari,Quick Bites,Average,3.2
Chunar Chicken,500,Mughlai,Agra,Mantola,Quick Bites,Average,3.2
Chotu Puri Wale,100,"North Indian,Beverages",Agra,Tajganj,Quick Bites,Average,3.4
Four Seasons Fun & Food Village,500,"Chinese,North Indian",Agra,Dayal Bagh,Quick Bites,Average,3.2
Shri Giraj Chaat Bhandaar,100,Street Food,Agra,Agra Cantt,Quick Bites,Average,3.4
Jack N Jill,200,Fast Food,Agra,Arjun Nagar,Quick Bites,Average,3.0
RS Crazy Bites,100,"Sandwich,Burger",Agra,Civil Lines,Quick Bites,Average,3.1
Maa Vaishno Pizza & Burger,150,"Fast Food,Pizza",Agra,Kuberpur,Quick Bites,Average,3.4
Anjana Restaurant,500,"Chinese,Fast Food,North Indian",Agra,Tajganj,Quick Bites,Average,3.1
Hangout- The Lounge Bar,600,Finger Food,Agra,Lohamandi,Bar,Average,3.1
Jawahar Bhojnalya,200,North Indian,Agra,Dayal Bagh,Quick Bites,Average,3.2
Idli.com,150,South Indian,Agra,Agra Cantt,Quick Bites,Average,3.4
Ice Cream Factory,150,"Ice Cream,Beverages",Agra,Civil Lines,Others,Average,3.4
Hashim Restaurant,250,"Biryani,North Indian",Agra,Shahganj,Quick Bites,Average,3.1
Chef Signature - Kabab Factory,250,North Indian,Agra,Tajganj,Others,Average,3.4
The Chamber,1500,"North Indian,Mughlai,Continental,Chinese",Agra,Tajganj,Quick Bites,Average,3.1
Cottage Cafe,100,Fast Food,Agra,Civil Lines,Quick Bites,Average,3.1
Hotel Ganpati,250,"North Indian,Chinese",Agra,Tajganj,Quick Bites,Average,3.0
Tikka Factory,400,"Kebab,North Indian,Rolls,Chinese,Fast Food",Agra,Sikandra,Casual Dining,Good,3.5
Ganpati Hotel and Restaurant,350,North Indian,Agra,Sikandra,Quick Bites,Average,3.0
Desi Tadka Restaurant,800,"North Indian,Italian",Agra,Lohamandi,Casual Dining,Average,3.2
SR CHICKEN CORNER & RESTAURANT,569,"Biryani,Charcoal Chicken,Hyderabadi",Agra,Tajganj,Others,Average,3.4
Chick Chick Corner,500,Mughlai,Agra,Kamla Nagar,Quick Bites,Average,2.8
Jain Sweet And Milk Corner,150,"Mithai,Street Food",Agra,Sikandra,Sweet Shop,Good,3.5
Devil Disc & Restaurant,600,North Indian,Agra,Sikandra,Casual Dining,Average,3.1
Ram Cafe & Bakers,100,"Fast Food,Desserts",Agra,Sikandra,Others,Average,3.4
Krishna Dosa Factory,200,South Indian,Agra,Sikandra,Quick Bites,Average,3.4
Haji Ji Restaurant,200,North Indian,Agra,Mantola,Quick Bites,Average,3.4
Shiv Sweet,200,"Mithai,Fast Food",Agra,Sikandra,Sweet Shop,Good,3.5
Vansiwala Family Restaurant,300,"North Indian,South Indian,Chinese",Agra,Shahganj,Quick Bites,Average,3.4
Prince Of Spice,750,"North Indian,Mughlai,Chinese",Agra,Tajganj,Casual Dining,Average,3.1
Al Baik Restaurant,350,North Indian,Agra,Civil Lines,Quick Bites,Average,3.0
Shri Mangalam Dhabha,200,North Indian,Agra,Sikandra,Dhaba,Average,3.4
Chacha Ji Ka Dhaba,600,North Indian,Agra,Civil Lines,Casual Dining,Good,3.5
Aggarwal Fast Food & Restaurant,200,Fast Food,Agra,Mantola,Quick Bites,Average,3.1
Chatkara Restaurant,400,"Chinese,Indian,North Indian",Agra,Tajganj,Quick Bites,Average,3.1
B K Hotel,250,North Indian,Agra,Rakabganj,Quick Bites,Average,3.4
Kulfiano,200,Ice Cream,Agra,Agra Cantt,Dessert Parlor,Average,3.1
Apni Rasoi,250,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
New Vrindavan Pan Bhandar,100,Paan,Agra,Kamla Nagar,Paan Shop,Good,3.5
Tammana bhojnalya,150,Indian,Agra,Kamla Nagar,Bhojanalya,Average,3.3
Saffron Restaurant,800,"Beverages,Chinese,Continental,North Indian,South Indian",Agra,Rakabganj,Casual Dining,Average,3.1
Open Affaire - Siris 18,800,"North Indian,Chinese,Continental",Agra,Tajganj,Casual Dining,Good,3.5
Shree Shayam Ji Bhojnalaya,200,North Indian,Agra,Sikandra,Bhojanalya,Average,3.0
Panchhi Petha Namkeen,200,Mithai,Agra,Tajganj,Sweet Shop,Good,3.5
R.D. Food Centre,200,"North Indian,Chinese",Agra,Dayal Bagh,Others,Average,3.2
Chirag Flavours,300,"North Indian,Chinese",Agra,Tajganj,Quick Bites,Average,3.4
Shri Vrindavan Sweet,400,Mithai,Agra,Dayal Bagh,Quick Bites,Average,3.4
Surbhi Bar & Restaurant,800,"North Indian,Chinese,Fast Food",Agra,Mantola,Casual Dining,Good,3.5
Parantha Factory,150,North Indian,Agra,Agra Cantt,Others,Average,3.4
Uncle Cakes And Bakes,250,"Fast Food,Desserts",Agra,Shahganj,Quick Bites,Average,3.4
"Hotel Nuova, Udarpoorti Pure Veg Family Restaurant",500,"Chinese,Continental,North Indian",Agra,Civil Lines,Casual Dining,Good,3.5
Shri Kanha Foods,300,North Indian,Agra,Agra Cantt,Quick Bites,Average,3.4
A.V Food Court,400,"Mithai,North Indian,South Indian,Fast Food",Agra,Sikandra,Quick Bites,Average,3.0
Go 69 Pizza,250,Pizza,Agra,Kamla Nagar,Quick Bites,Average,3.4
Dawat Restaurant,400,North Indian,Agra,Sikandra,Casual Dining,Good,3.5
Yash Paties And Juice Corner,100,"Street Food,Juices",Agra,Shahganj,Others,Average,3.4
Flower Nest,500,North Indian,Agra,Tajganj,Casual Dining,Good,3.5
Girraj Dhaba,200,North Indian,Agra,Sikandra,Dhaba,Average,3.4
Gyani's Snacks Corner,300,Fast Food,Agra,Kamla Nagar,Quick Bites,Average,3.1
Gyani's Snacks Corner,300,Fast Food,Agra,Kamla Nagar,Quick Bites,Average,3.1
Little India,300,North Indian,Agra,Shahganj,Quick Bites,Average,3.4
The K.S. Royal Restaurant,700,"North Indian,South Indian,Chinese",Agra,Sikandra,Casual Dining,Good,3.5
Family Foods,100,Fast Food,Agra,Shahganj,Quick Bites,Average,3.4
Hare Krishna Sweets And Restaurant,250,"North Indian,Mithai",Agra,Tajganj,Quick Bites,Average,3.4
The Tequila - Mansingh Palace,2000,Finger Food,Agra,Mansingh Palace-- Tajganj,Bar,Average,3.3
Taj Galaxy,500,"North Indian,Chinese,Mughlai",Agra,Tajganj,Casual Dining,Good,3.5
The Pavillion,800,"North Indian,Chinese,Continental",Agra,Hotel Atulyaa Taj-- Tajganj,Casual Dining,Good,3.5
Golden Street Restaurant,800,"North Indian,South Indian",Agra,Tajganj,Casual Dining,Average,3.1
Shiv Bhojhnalaya,200,North Indian,Agra,Sikandra,Quick Bites,Average,3.4
Laziz Restaurant,400,"North Indian,Chinese",Agra,Rakabganj,Quick Bites,Average,3.4
Shri Anand  Sakahari Bhojan,350,North Indian,Agra,Civil Lines,Dhaba,Average,3.1
In Dish,750,"North Indian,Mughlai,Chinese",Agra,Tajganj,Casual Dining,Good,3.5
Spice Garden,800,"North Indian,Chinese,Continental",Agra,Hotel Crystal Inn-- Tajganj,Casual Dining,Good,3.5
Spicy Food Restaurant,200,North Indian,Agra,Sikandra,Quick Bites,Average,3.4
The Food Factory,300,"South Indian,Chinese",Agra,Rakabganj,Quick Bites,Average,3.4
Swad Restaurant,500,North Indian,Agra,Shahganj,Casual Dining,Good,3.5
Sharma & Sharma,600,North Indian,Agra,Tajganj,Casual Dining,Good,3.5
Swagat Restaurant,300,"Fast Food,Beverages",Agra,Tajganj,Quick Bites,Average,3.4
Kaila Ji Coffee House,50,Tea,Agra,Agra Cantt,Beverage Shop,Good,3.6
Swachand,400,Mughlai,Agra,Khandari,Quick Bites,Average,3.4
Baba Mutton & Chicken Food Corner,200,"Fast Food,North Indian",Agra,Tajganj,Others,Average,3.4
Soup Centre,100,"Beverages,Fast Food",Agra,Kamla Nagar,Beverage Shop,Good,3.6
Indraprasth Restaurant,600,"North Indian,Fast Food,American,Continental",Agra,Arjun Nagar,Casual Dining,Good,3.5
Shri Ram Restaurant,250,North Indian,Agra,Rakabganj,Quick Bites,Average,3.4
Ambika Restaurant,300,Chinese,Agra,Tajganj,Quick Bites,Average,3.4
Curry Kitchen,250,North Indian,Agra,Agra Cantt,Quick Bites,Average,3.4
Dauji Chat Bhandhar,150,Street Food,Agra,Sikandra,Quick Bites,Average,3.4
Agra Puri Bhandar,100,"North Indian,Mithai",Agra,Tajganj,Others,Average,3.4
Jalsa Ice Cream And Faluda,100,Beverages,Agra,Sikandra,Food Truck,Average,3.4
Udarpoorti Restaurant,500,"North Indian,Continental,Chinese",Agra,Shahganj,Quick Bites,Average,3.4
R.K. Bhojnalya,500,"North Indian,Arabian,Asian,Assamese",Agra,Agra Cantt,Quick Bites,Average,3.4
Horizon,800,"North Indian,Chinese,Continental",Agra,Hotel Crystal Inn-- Tajganj,Casual Dining,Good,3.5
Kuch Bhi - Siri 18,1100,"North Indian,Chinese,Continental",Agra,Tajganj,Casual Dining,Good,3.5
Punjabi Grillz,200,Fast Food,Agra,Sikandra,Quick Bites,Average,3.4
Punjabi Tadka - Y R Foods,300,"Chinese,North Indian",Agra,Agra Cantt,Quick Bites,Average,3.4
Jalsa - Ice Cream & Faluda Corner,200,"Ice Cream,Beverages,Juices",Agra,Tajganj,Dessert Parlor,Good,3.6
DR Food,200,North Indian,Agra,Rakabganj,Quick Bites,Average,3.4
Astha Family Dhaba,150,Chinese,Agra,Tajganj,Quick Bites,Average,3.4
Dr Food Plaza,200,North Indian,Agra,Shahganj,Quick Bites,Average,3.4
The Swaad Restaurant,300,"North Indian,Mughlai",Agra,Sikandra,Quick Bites,Average,3.4
Chaatwala,150,Street Food,Agra,Agra Cantt,Quick Bites,Average,3.4
Jax Ambya Khaza Pizza Corner,200,North Indian,Agra,Shahganj,Quick Bites,Average,3.4
Curry house Restaurant,300,"North Indian,South Indian,Italian",Agra,Tajganj,Quick Bites,Average,3.4
Sheetal Restaurant,300,"North Indian,Chinese",Agra,Agra Cantt,Quick Bites,Average,3.4
Indian Accent,500,"North Indian,Chinese",Agra,Tajganj,Casual Dining,Good,3.5
Hotel S.R Palace & Restaurant,400,"North Indian,Chinese,Continental",Agra,Sikandra,Casual Dining,Good,3.5
Gopal Dosa Corner,200,South Indian,Agra,Lohamandi,Quick Bites,Average,3.4
Salim Hotel,200,North Indian,Agra,Mantola,Casual Dining,Good,3.5
Porwal Bhojhnalaya,150,North Indian,Agra,Sikandra,Quick Bites,Average,3.4
Captain Burger,300,"Burger,Cafe",Agra,Sikandra,Quick Bites,Average,3.4
Priya Hotel,600,"North Indian,Chinese,Mughlai",Agra,Tajganj,Quick Bites,Average,3.4
Sizzler,1000,"North Indian,Chinese,Continental",Agra,Tajganj,Casual Dining,Good,3.5
Ck Family restaurant,200,North Indian,Agra,Sikandra,Quick Bites,Average,3.4
Punjabi Rasoi,300,North Indian,Agra,Agra Cantt,Others,Average,3.4
Maple Grand,200,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
Zaika Restaurant,400,North Indian,Agra,Agra Cantt,Casual Dining,Good,3.5
Maa Vaishno Fast Food & Restaurant,200,South Indian,Agra,Kuberpur,Quick Bites,Average,3.4
Prem Sagar Restaurant,300,North Indian,Agra,Agra Cantt,Quick Bites,Average,3.4
Khushi Bhojhnalaya,150,North Indian,Agra,Sikandra,Bhojanalya,Average,3.3
Pandit Ji Chat Bhandaar,100,Street Food,Agra,Agra Cantt,Quick Bites,Average,3.4
Nice Taj View Point,450,North Indian,Agra,Tajganj,Casual Dining,Good,3.5
Taste of India,700,"North Indian,Fast Food",Agra,Tajganj,Casual Dining,Good,3.5
Aashadeep Restaurant,300,North Indian,Agra,Dayal Bagh,Quick Bites,Average,3.4
Hotel King Park Avenue,350,North Indian,Agra,Civil Lines,Quick Bites,Average,3.4
Shelter Restaurant,600,"North Indian,Continental,South Indian,Chinese",Agra,Sikandra,Casual Dining,Good,3.5
Hasty Tasty,200,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
: Panchhi petha,250,Desserts,Agra,Agra Cantt,Sweet Shop,Good,3.5
Dipu Dhabha,200,Mithai,Agra,Sikandra,Sweet Shop,Good,3.5
Hotel Eastlite Bar And Restaurant,700,"North Indian,Chinese",Agra,Civil Lines,Casual Dining,Good,3.5
Jain Petha,250,"Fast Food,Bakery",Agra,Kamla Nagar,Bakery,Average,3.4
Yadav Misthan Bhandar,200,"Mithai,Fast Food",Agra,Shahganj,Sweet Shop,Good,3.5
Energy tandoori chai.com,150,Healthy Food,Agra,Sikandra,Quick Bites,Average,3.4
Shake Valley,100,Beverages,Agra,Sikandra,Beverage Shop,Good,3.6
Biryaniwala,200,Biryani,Agra,Shahganj,Others,Average,3.4
Punjabi Dhaba,250,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
Hungry Birds,250,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
Pizzeria,200,Fast Food,Agra,Kamla Nagar,Quick Bites,Average,3.4
Jain Fast Food,200,"South Indian,Fast Food",Agra,Kamla Nagar,Quick Bites,Average,3.4
Fitoor,300,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
Tapasya Restaurant,250,North Indian,Agra,Trans Yamuna,Quick Bites,Average,3.4
The Turban Master Chef Street Food,200,"Fast Food,Street Food",Agra,Agra Cantt,Quick Bites,Average,3.4
Mugal Rasoi,200,Fast Food,Agra,Agra Cantt,Quick Bites,Average,3.4
Mehfil Restaurant,600,"North Indian,Chinese,Continental",Agra,Tajganj,Casual Dining,Good,3.5
THE CLOVE,600,"North Indian,Chinese,Biryani",Agra,Tajganj,Casual Dining,Good,3.5
Periwinkle Multicuisine Restaurant,900,"North Indian,Continental,Chinese",Agra,Tajganj,Casual Dining,Good,3.5
Super Hemant Petha Store Sweets And Namkeen,300,Mithai,Agra,Arjun Nagar,Sweet Shop,Good,3.5
Hotel Taj Prince,500,"North Indian,Chinese",Agra,Tajganj,Casual Dining,Good,3.5
Flower of Heaven,400,"North Indian,South Indian",Agra,Tajganj,Quick Bites,Average,3.4
Peshwa Family Restaurant,600,North Indian,Agra,Tajganj,Casual Dining,Good,3.5
Deviram Food Circle,200,"Mithai,Fast Food,Street Food",Agra,Lohamandi,Sweet Shop,Very Good,4.0
D Jail House- Hungry Slurp,300,"Awadhi,Chinese,Mughlai,North Indian",Agra,Sikandra,Others,Very Good,4.0
Rohit Cakes And Bakes,350,Bakery,Agra,Kamla Nagar,Bakery,Very Good,4.0
The Ccharcoal Chimney,1500,"North Indian,Chinese,Continental,Mughlai",Agra,Tajganj,Casual Dining,Good,3.9
New Punjabi Dhaba,450,North Indian,Agra,Khandari,Dhaba,Average,3.3
Unlimited Pizza,400,"Ice Cream,Desserts,Fast Food",Agra,Civil Lines,Dessert Parlor,Good,3.6
Shan E Hind,450,North Indian,Agra,Agra Cantt,Casual Dining,Good,3.6
Cake House,500,"Bakery,Fast Food",Agra,Civil Lines,Bakery,Good,3.7
Mothers Milkshakes,220,"Italian,Fast Food,Beverages",Agra,Civil Lines,Quick Bites,Good,3.7
Agarwal Restaurant Sweets And Dairy,300,"North Indian,Beverages,South Indian,Fast Food,Pizza",Agra,Shahganj,Quick Bites,Good,3.8
Ek Number cafe,500,North Indian,Agra,Civil Lines,Cafe,Good,3.8
Shree Bankey Bihari Misthan Bhandar,300,"Mithai,Street Food,South Indian,Chinese",Agra,Sikandra,Sweet Shop,Very Good,4.3
Chef at Home Bakery,150,"Bakery,Fast Food",Agra,Civil Lines,Bakery,Average,3.2
Annjal Restaurant,600,"North Indian,Rajasthani",Agra,Civil Lines,Casual Dining,Excellent,4.5
Daddy's Burger Bar (Hungernomia),300,"Beverages,Burger,Fast Food,Pizza,Sandwich,Wraps",Agra,Civil Lines,Quick Bites,Good,3.9
AFC Food,400,"North Indian,South Indian,Chinese",Agra,Civil Lines,Quick Bites,Average,3.4
Vianjan Restaurant,500,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
Heartbeat Lounge,300,North Indian,Agra,Tajganj,Quick Bites,Average,3.4
India spice,500,"North Indian,Chinese,South Indian",Agra,Sikandra,Casual Dining,Good,3.5
Bhaiya Ji Family Dhaba,250,North Indian,Agra,Sikandra,Dhaba,Average,3.4
Zigzag Cafe,400,"North Indian,Chinese",Agra,Tajganj,Quick Bites,Average,3.4
Hotel City Square,1200,"Asian,North Indian,Chinese",Agra,Tajganj,Casual Dining,Good,3.5
Siddharth Fast Food & Drinks,290,"Chinese,Fast Food",Agra,Mantola,Quick Bites,Average,3.4
Guru Kripa Yadav Dhaba,150,North Indian,Agra,Civil Lines,Dhaba,Good,3.9
Bhagwati Dhaba,200,North Indian,Agra,Sikandra,Dhaba,Good,3.9
Bhawna Sweets,300,"Mithai,Desserts",Agra,Civil Lines,Sweet Shop,Good,3.9
Goli Vada Pav No. 1,150,Street Food,Agra,Sikandra,Quick Bites,Very Good,4.1
Chaska Restaurant,800,"North Indian,Chinese,South Indian",Agra,Kamla Nagar,Casual Dining,Average,3.3
Master Chef Italian Fast Food Corner,400,Fast Food,Agra,Khandari,Quick Bites,Average,2.8
Gurgaonwala,300,Fast Food,Agra,Shahganj,Quick Bites,Very Good,4.0
Roofmates,1000,"North Indian,Chinese",Agra,Sikandra,Casual Dining,Good,3.5
Yo Yo Foods,300,"Chinese,South Indian",Agra,Khandari,Quick Bites,Good,3.8
Dosa Factory,500,South Indian,Agra,Sikandra,Quick Bites,Good,3.8
The Indian Chaska,600,North Indian,Agra,Civil Lines,Casual Dining,Good,3.6
Jux Pux,200,Cafe,Agra,Khandari,Cafe,Good,3.9
Tealogy,250,"Sandwich,Beverages,Continental",Agra,Civil Lines,Quick Bites,Very Good,4.3
Filmy Zayka - Hotel Alleviate,700,"Chinese,North Indian",Agra,Civil Lines,Casual Dining,Very Good,4.1
Dasaprakash Restaurant,700,"South Indian,North Indian",Agra,Hotel Dasaprakash-- Tajganj,Casual Dining,Very Good,4.0
Pizza Inn,500,"Fast Food,Pizza",Agra,Sikandra,Quick Bites,Good,3.6
Grill Inn,500,Fast Food,Agra,Dayal Bagh,Casual Dining,Good,3.9
